id,sent,message_type,customer,date,week,opened,spam,bounced,delivered,clicks,conversions,campaign_name
556a882d97a0b51431b7986f,784095,Marketing,Costco,"02/22/2015 00:00:00","02/20/2015 00:00:00",128621,1303,30894,758545,32779,6820,30% off Limited Sale
556a882d97a0b51431b79888,154583,Transactional,Costco,"02/25/2015 00:00:00","02/20/2015 00:00:00",26115,252,6611,146623,6228,1296,Order
556a882d97a0b51431b7989c,171547,Transactional,Costco,"02/27/2015 00:00:00","02/20/2015 00:00:00",28930,284,7194,166175,7437,1410,Order
556a882d97a0b51431b79827,155151,Transactional,Costco,"02/14/2015 00:00:00","02/13/2015 00:00:00",25956,247,6194,150413,6142,1327,Account
556a882d97a0b51431b79880,807579,Marketing,Costco,"02/24/2015 00:00:00","02/20/2015 00:00:00",137357,1399,34146,752220,34166,6333,Rewards
556a882d97a0b51431b79869,836346,Marketing,Costco,"02/22/2015 00:00:00","02/20/2015 00:00:00",134576,1429,35058,755907,34649,6887,30% off Limited Sale
556a882d97a0b51431b79892,169307,Transactional,Costco,"02/26/2015 00:00:00","02/20/2015 00:00:00",28069,271,6854,160240,6664,1422,Trial
556a882d97a0b51431b7985e,156057,Transactional,Costco,"02/20/2015 00:00:00","02/13/2015 00:00:00",26132,271,6475,147037,6565,1243,Newsletter
556a882d97a0b51431b79840,786684,Marketing,Costco,"02/17/2015 00:00:00","02/13/2015 00:00:00",132847,1302,33146,727042,33625,6448,Rewards
556a882d97a0b51431b79831,724293,Marketing,Costco,"02/15/2015 00:00:00","02/13/2015 00:00:00",122288,1226,30896,692129,30153,5852,Rewards
556a882d97a0b51431b7984d,150987,Transactional,Costco,"02/18/2015 00:00:00","02/13/2015 00:00:00",25485,258,6245,134732,6491,1306,Newsletter
556a882d97a0b51431b798c9,82941,Transactional,Costco,"12/03/2014 00:00:00","11/28/2014 00:00:00",13237,140,3350,75573,3450,686,Newsletter
556a882d97a0b51431b79914,85647,Transactional,Costco,"12/11/2014 00:00:00","12/04/2014 00:00:00",14689,139,3376,78084,3647,671,Order
556a882d97a0b51431b798b6,75251,Transactional,Costco,"12/01/2014 00:00:00","11/28/2014 00:00:00",12472,124,3142,66174,3022,639,Account
556a882d97a0b51431b798f5,427582,Marketing,Costco,"12/08/2014 00:00:00","12/04/2014 00:00:00",69515,689,17894,411494,17038,3685,Rewards
556a882d97a0b51431b7991a,86000,Transactional,Costco,"12/12/2014 00:00:00","12/11/2014 00:00:00",13641,144,3377,77452,3488,677,Order
556a882d97a0b51431b798a3,158575,Transactional,Costco,"02/28/2015 00:00:00","02/27/2015 00:00:00",25948,263,6694,142876,6837,1342,Account
556a882d97a0b51431b798c3,83668,Transactional,Costco,"12/03/2014 00:00:00","11/28/2014 00:00:00",14333,138,3637,75861,3374,724,Order
556a882d97a0b51431b798e1,398920,Marketing,Costco,"12/06/2014 00:00:00","12/04/2014 00:00:00",65878,667,16447,372594,16853,3436,30% off Limited Sale
556a882d97a0b51431b79905,90461,Transactional,Costco,"12/10/2014 00:00:00","12/04/2014 00:00:00",14593,154,3851,86111,3732,747,Trial
556a882d97a0b51431b798af,370194,Marketing,Costco,"11/30/2014 00:00:00","11/28/2014 00:00:00",58936,621,15372,357710,15911,3081,Rewards
556a882d97a0b51431b798ec,86990,Transactional,Costco,"12/07/2014 00:00:00","12/04/2014 00:00:00",13735,150,3777,84379,3749,687,Newsletter
556a882d97a0b51431b798bf,386085,Marketing,Costco,"12/02/2014 00:00:00","11/28/2014 00:00:00",60913,668,15249,339049,15297,3086,Rewards
556a882d97a0b51431b798d8,427317,Marketing,Costco,"12/05/2014 00:00:00","12/04/2014 00:00:00",67886,734,16839,398264,16790,3469,30% off Limited Sale
556a882d97a0b51431b798f1,426305,Marketing,Costco,"12/08/2014 00:00:00","12/04/2014 00:00:00",71351,730,17904,390621,16994,3377,"More artists, more music"
556a882d97a0b51431b799b7,524794,Marketing,Costco,"12/30/2014 00:00:00","12/25/2014 00:00:00",88466,851,22684,506285,22636,4209,"More artists, more music"
556a882d97a0b51431b79969,100365,Transactional,Costco,"12/21/2014 00:00:00","12/18/2014 00:00:00",16892,166,4225,90601,4146,796,Order
556a882d97a0b51431b79961,505579,Marketing,Costco,"12/20/2014 00:00:00","12/18/2014 00:00:00",80453,827,20389,484103,21141,4336,Rewards
556a882d97a0b51431b79945,95539,Transactional,Costco,"12/17/2014 00:00:00","12/11/2014 00:00:00",15005,163,3894,90011,3784,827,Order
556a882d97a0b51431b7999c,105960,Transactional,Costco,"12/26/2014 00:00:00","12/25/2014 00:00:00",17051,172,4324,102591,4153,886,Account
556a882d97a0b51431b799c3,520647,Marketing,Costco,"12/30/2014 00:00:00","12/25/2014 00:00:00",84706,871,21649,462070,20861,4215,30% off Limited Sale
556a882d97a0b51431b799a7,546478,Marketing,Costco,"12/28/2014 00:00:00","12/25/2014 00:00:00",94830,910,22172,481136,22673,4715,Rewards
556a882d97a0b51431b7991e,448712,Marketing,Costco,"12/13/2014 00:00:00","12/11/2014 00:00:00",70643,750,18649,418905,18946,3687,"More artists, more music"
556a882d97a0b51431b7993e,91518,Transactional,Costco,"12/16/2014 00:00:00","12/11/2014 00:00:00",14564,146,3896,88537,3773,780,Account
556a882d97a0b51431b79929,434224,Marketing,Costco,"12/14/2014 00:00:00","12/11/2014 00:00:00",70679,722,17190,406863,18698,3650,Rewards
556a882d97a0b51431b79950,91136,Transactional,Costco,"12/18/2014 00:00:00","12/11/2014 00:00:00",14561,157,3718,81059,3701,766,Newsletter
556a882d97a0b51431b79983,98500,Transactional,Costco,"12/24/2014 00:00:00","12/18/2014 00:00:00",16056,155,4214,90480,3985,825,Newsletter
556a882d97a0b51431b7998d,512933,Marketing,Costco,"12/25/2014 00:00:00","12/18/2014 00:00:00",89152,880,21201,471995,22207,4220,Rewards
556a882d97a0b51431b7995a,98293,Transactional,Costco,"12/19/2014 00:00:00","12/18/2014 00:00:00",16902,155,3948,87695,4169,785,Trial
556a882d97a0b51431b7997c,98140,Transactional,Costco,"12/23/2014 00:00:00","12/18/2014 00:00:00",16441,160,3977,89965,4007,848,Account
556a882d97a0b51431b7992f,89499,Transactional,Costco,"12/15/2014 00:00:00","12/11/2014 00:00:00",14673,145,3698,82442,3591,706,Account
556a882d97a0b51431b799a2,102590,Transactional,Costco,"12/27/2014 00:00:00","12/25/2014 00:00:00",17386,170,4068,93204,4365,871,Trial
556a882d97a0b51431b799b1,100563,Transactional,Costco,"12/29/2014 00:00:00","12/25/2014 00:00:00",16378,175,4049,88406,4360,867,Newsletter
556a882d97a0b51431b7996d,504231,Marketing,Costco,"12/22/2014 00:00:00","12/18/2014 00:00:00",81215,823,20015,460809,19985,4329,"More artists, more music"
